Startup_Name,Industry,City,Investors,Round_Type,Amount_USD,Year,Amount_in_Crores
iBus Networks,Technology,Bengaluru,"Vallabh bhanshali, N squared management llc, Jagdish & sandeep mehta family office",Private Equity,18980000.0,2016,1.898
Icertis,Consumer Internet,Pune,"Ignition partners, Greycroft partners, Fidelity growth partners india",Private Equity,123750000.0,2016,12.375
ICHR,Consumer Internet,New Delhi,Undisclosed,Seed Funding,3710000.0,2016,0.371
iCustomadeit,E-Commerce,Pune,"Brand capital, Siddhivinayak skyscrapers, Dinesh r. challa",Private Equity,33000000.0,2016,3.3
Idea Bubbles,Consumer Internet,Bengaluru,"1crowd, Eureka forbes ltd, Shapoorji pallonji & co. ltd.",Private Equity,5780000.0,2016,0.578
IdeaForge,Technology,Mumbai,"Wrv capital and indusage partners, Infosys innovation fund",Private Equity,82500000.0,2016,8.25
iGrenEnergi,Technology,Mumbai,Sunil mehta,Seed Funding,8250000.0,2016,0.825
IIM Jobs,Consumer Internet,New Delhi,India quotient,Private Equity,16500000.0,2016,1.65
Imarticus Learning,Education,Mumbai,"Blinc advisors, Amit nanavati, Tashwinder singh, Taranjit jaswal, Amit khanna",Private Equity,8250000.0,2016,0.825
IMbesharam,E-Commerce,New Delhi,Undisclosed us based investors,Private Equity,33000000.0,2016,3.3
imedilane,Consumer Internet,New Delhi,"Mahendra patel, Nilender chauhan",Seed Funding,330000.0,2016,0.033
Impact Analytics,Technology,Bengaluru,"Aarin capital, Michael herzig, Ashish lakhanpal",Private Equity,6190000.0,2016,0.619
Impact Guru,FinTech,Mumbai,"Rb investments, Fundnel",Seed Funding,4130000.0,2016,0.413
Indee,Consumer Internet,Bengaluru,Kalaari capital accelerator program,Seed Funding,4130000.0,2016,0.413
India Gifts Portal,E-Commerce,Noida,"Naveen arya, Tarun joshi",Private Equity,16500000.0,2016,1.65
India Lends,Consumer Internet,New Delhi,"Dsg consumer partners, American express ventures, Cyber carrier vc, Advantedge partners",Private Equity,33000000.0,2016,3.3
Indifi,FinTech,Gurugram,Omidyar network,Private Equity,82500000.0,2016,8.25
Indofash,E-Commerce,Bengaluru,"Shekhar sahu, Nitesh pant",Seed Funding,1240000.0,2016,0.124
Indus OS,Technology,Mumbai,"Omidyar network,",Private Equity,41250000.0,2016,4.125
IndustryBuying,E-Commerce,New Delhi,Trifecta capital,Private Equity,14850000.0,2016,1.485
Infeedo,Technology,Gurugram,"Dheeraj jain, Palash jain, Anupam mittal, Ameera shah,  vivek bhargava, Rahul singh, Ambarish gupta,",Seed Funding,1650000.0,2016,0.165
Infisecure,Technology,Mumbai,"Idg ventures, Axilor ventures",Seed Funding,4950000.0,2016,0.495
Infurnia,Software,Bengaluru,Idein ventures,Seed Funding,1320000.0,2016,0.132
InnerChef,Food,Gurugram,"Mistletoe, M&s partners",Private Equity,20630000.0,2016,2.063
InnoNano Research,Technology,Chennai,Nanoholdings,Private Equity,148500000.0,2016,14.85
Innovaccer,Technology,Noida,Westbridge capital partners,Private Equity,128700000.0,2016,12.87
Instacar,Consumer Internet,Indore,Swastika co ltd.,Seed Funding,8250000.0,2016,0.825
Interviewpad,Technology,Pune,Krishna rokhale,Seed Funding,830000.0,2016,0.083
Intgrea,Technology,Bengaluru,Undisclosed investor,Seed Funding,830000.0,2016,0.083
Inuxu,Technology,Pune,Fork media,Private Equity,24750000.0,2016,2.475
ISFC,Finance,Hyderabad,Gray matters capital,Private Equity,49500000.0,2016,4.95
iStyleYou,Consumer Internet,Gurugram,Green house ventures (ghv),Seed Funding,830000.0,2016,0.083
Jaypore,E-Commerce,New Delhi,Aavishkaar,Private Equity,41250000.0,2016,4.125
Jivox,Technology,Bengaluru,"You & mr jones, Fortisure ventures, Diaz nesamoney",Private Equity,49500000.0,2016,4.95
Joolz,E-Commerce,Mumbai,"Powerhouse ventures, M&s partners",Private Equity,4130000.0,2016,0.413
Jugnoo,Transportation,Chandigarh,Paytm & existing investors,Private Equity,82500000.0,2016,8.25
JusPay,FinTech,Bengaluru,"Accel partners, Ashish hemrajani, Parikshit dar, Rajesh balpande",Private Equity,47850000.0,2016,4.785
Just Buy Live,E-Commerce,Mumbai,Alpha capital,Private Equity,165000000.0,2016,16.5
Justdakhila,Education,New Delhi,Ankur gupta,Seed Funding,6190000.0,2016,0.619
JustLikeNew,E-Commerce,Hyderabad,Letsventure,Seed Funding,4130000.0,2016,0.413
Justride,Consumer Internet,Mumbai,"Justin kan, Qasar younis, Paul bucche, Susa ventures, Kima ventures, Axan venture, Scm holdings",Private Equity,24750000.0,2016,2.475
Justride,Consumer Internet,Mumbai,Dheeraj jain & other angel investors,Seed Funding,3300000.0,2016,0.33
KabadiExpress,Sports,New Delhi,Undisclosed investor,Seed Funding,1220000.0,2016,0.122
Kartrocket,Consumer Internet,New Delhi,"Undisclosed japanese investor, Bertelsmann india investments, Nirvana digital india fund, Nirvana digital investment holding co ltd, 500 start-ups",Private Equity,66000000.0,2016,6.6
Kartrocket,Consumer Internet,New Delhi,"Bertelsmann india investments, Nirvana digital india fund, Nirvana digital investment holding, 500 startups",Private Equity,49500000.0,2016,4.95
Khel Now,Consumer Internet,New Delhi,Anglian omega network,Seed Funding,2890000.0,2016,0.289
Kloseby,Consumer Internet,Bengaluru,Undisclosed investor,Seed Funding,830000.0,2016,0.083
Knowlarity,Consumer Internet,Bengaluru,"Delta partners, Sequoia india,  mayfield, Blacksoil, Trifecta capital",Private Equity,165000000.0,2016,16.5
KOOH Sports,Sports,Mumbai,"Hdfc, Faering capital, Elevate sports",Private Equity,18150000.0,2016,1.815
Koovs,E-Commerce,New Delhi,Times of india group & existing investors,Private Equity,111380000.0,2016,11.138
Koovs,E-Commerce,Gurugram,"Nahata family, Waheed alli",Private Equity,44550000.0,2016,4.455
Koovs,E-Commerce,New Delhi,Ht media ltd,Private Equity,36300000.0,2016,3.63
KrazyBee,E-Commerce,Bengaluru,"Yeahmobi, Fenqile",Private Equity,16500000.0,2016,1.65
Kredx,E-Commerce,Bengaluru,Sequoia capital,Private Equity,49500000.0,2016,4.95
Kredx,E-Commerce,Bengaluru,"Prime venture partners,",Seed Funding,6190000.0,2016,0.619
LaundryAnna,Consumer Internet,Bengaluru,Undisclosed investors,Seed Funding,1240000.0,2016,0.124
Leap India,Logistics,Surabardi,Mayfield ventures,Private Equity,24750000.0,2016,2.475
Legal Raasta,Consumer Internet,New Delhi,"Pravin khandelwal, Yatin kumar jain",Seed Funding,8250000.0,2016,0.825
LendingKart,FinTech,Ahmedabad,"Bertelsmann india investments, Mayfield india, Saama capital, India quotient",Private Equity,264000000.0,2016,26.4
Lenskart,E-Commerce,Gurugram,"International finance corp, Tpg growth, Adveq management, Idg ventures, Ratan tata, Kris gopalakrishnan",Private Equity,495000000.0,2016,49.5
LetReach,E-Commerce,New Delhi,Vcommission,Private Equity,830000.0,2016,0.083
Licious,E-Commerce,Bengaluru,Mayfield india ii management ltd,Private Equity,24750000.0,2016,2.475
Life Circle,Healthcare,Hyderabad,Groupe sos,Private Equity,1240000.0,2016,0.124
Liftiee,Consumer Internet,Mumbai,"Rannvijay singh, Anita hassanandani",Seed Funding,890000.0,2016,0.089
Limo,Consumer Internet,Mumbai,Rainmaker ventures,Private Equity,8250000.0,2016,0.825
ListUp,E-Commerce,Mumbai,"Kae capital, Kunal shah, Sandeep tandon",Seed Funding,4130000.0,2016,0.413
Living Local,Consumer Internet,Mumbai,Rattan chadha,Seed Funding,1650000.0,2016,0.165
LivSpace,Design,Bengaluru,"Bessemer venture partners, Jungle ventures, Helion ventures",Private Equity,123750000.0,2016,12.375
LoanTap,Consumer Internet,Mumbai,"Dr. abhishek pandey, Jaysukh sapra",Private Equity,24750000.0,2016,2.475
Locanix,Technology,Ahmedabad,Undisclosed investors,Seed Funding,2480000.0,2016,0.248
Locus,Logistics,Bengaluru,"Exfinity venture partners, Blume ventures, Beenext, Rajesh ranavat",Private Equity,22690000.0,2016,2.269
LoveCycles,Consumer Internet,Bengaluru,Prime venture partners,Seed Funding,6190000.0,2016,0.619
MaalGaadi,Logistics,Indore,"Swan angel network, Sachin khandelwal and others",Seed Funding,3090000.0,2016,0.309
MaaxMarket,Consumer Internet,Chennai,Multiple investors through ten minute million competition,Seed Funding,190000.0,2016,0.019
MachaDalo,Consumer Internet,Mumbai,Undisclosed investors,Seed Funding,1440000.0,2016,0.144
Magicpin,Consumer Internet,Gurugram,Lightspeed india,Private Equity,24750000.0,2016,2.475
MagicX,Consumer Internet,Bengaluru,"Kris gopalakrishnan, Dr. ranjan pai",Seed Funding,8250000.0,2016,0.825
MakeMyTrip,Consumer Internet,Gurugram,Ctrip international ltd,Private Equity,1485000000.0,2016,148.5
Makkajai,Technology,Pune,"Anand chandrasekaran, Ananth narayanan, Mekin maheshwari, Ravi garikipati, Divyesh shah, Swastika company ltd",Seed Funding,2060000.0,2016,0.206
MarianaIQ,Technology,Bengaluru,Exfinity venture partners,Private Equity,16500000.0,2016,1.65
Math Buddy,Consumer Internet,Vadodara,Menterra social impact fund,Seed Funding,3630000.0,2016,0.363
Matrubharti,Consumer Internet,Ahmedabad,Viridian capital,Seed Funding,250000.0,2016,0.025
Mazkara,Consumer Internet,Pune,Dunamis ventures pte ltd.,Seed Funding,8250000.0,2016,0.825
MCaffeine,Personal Care,Mumbai,"Kaushal agarwal, Harminder sahani, Kk mehra, Pranay jivrajka, Navjot saini",Seed Funding,2480000.0,2016,0.248
mChamp,Consumer Internet,New Delhi,Momagic technologies,Seed Funding,3920000.0,2016,0.392
medECUBE,Healthcare,Gurugram,Artiman ventures,Private Equity,33000000.0,2016,3.3
Medidaili,Consumer Internet,Bengaluru,Undisclosed private investors,Seed Funding,830000.0,2016,0.083
Medinfi,Consumer Internet,Bengaluru,"Mudit saxena, Evan lim",Seed Funding,1650000.0,2016,0.165
Medzin,E-Commerce,New Delhi,A m sikander,Seed Funding,370000.0,2016,0.037
Melorra,E-Commerce,Bengaluru,Lightbox ventures,Private Equity,41250000.0,2016,4.125
Meru Cabs,Transportation,Mumbai,Brand capital,Private Equity,206250000.0,2016,20.625
Mihup,B2B,Kolkata,Accel partners,Private Equity,55280000.0,2016,5.528
MilkBasket,E-Commerce,Gurugram,Evc ventures,Seed Funding,4130000.0,2016,0.413
Milofy,Consumer Internet,Bengaluru,Accel partners,Seed Funding,6190000.0,2016,0.619
Mindler,Consumer Internet,New Delhi,Taxmann,Seed Funding,2670000.0,2016,0.267
Mobikwik,FinTech,Gurugram,"Gmo payment gateway, Mediatek",Private Equity,412500000.0,2016,41.25
Mobikwik,FinTech,Gurugram,Net1 ueps technologies inc,Private Equity,330000000.0,2016,33.0
Moglix,E-Commerce,Noida,"Accel partners, Jungle ventures, Seedplus",Private Equity,34650000.0,2016,3.465
Mojarto,E-Commerce,Gurugram,Undisclosed investors,Seed Funding,3670000.0,2016,0.367
MoMark,Consumer Internet,Noida,Yournest angel fund,Private Equity,4950000.0,2016,0.495
Moodoo,Consumer Internet,Mumbai,Said business school seed fund.,Seed Funding,330000.0,2016,0.033
MyChild App,Education,Bhopal,"Samir bangara, Anisha mittal, Amit gupta, Pallav nadhani, Lalit mangal, Arihant patni, Dr. ritesh malik, Deobrat singh, Saurab paruthi, Singapore angel network.",Seed Funding,830000.0,2016,0.083
MyCity4Kids,Education,Gurugram,"Sidbi venture capital limited, Yournest angel fund",Private Equity,24750000.0,2016,2.475
MyDentistChoice,Healthcare,Hyderabad,Undisclosed investors,Seed Funding,1240000.0,2016,0.124
MyDidi,Consumer Internet,Mumbai,Undisclosed ex mckinsey directors and partners,Seed Funding,4540000.0,2016,0.454
MyGlamm,Personal Care,Mumbai,L'occitane,Private Equity,49500000.0,2016,4.95
MyGubbi,E-Commerce,Bengaluru,"Vipul parekh, Ajesh k murthy,",Seed Funding,20630000.0,2016,2.063
MyKindofJob,Consumer Internet,Mumbai,"Mayank shah, Shreyans shah",Seed Funding,8250000.0,2016,0.825
Myly,Consumer Internet,Jaipur,Newbie promoter pvt ltd,Seed Funding,830000.0,2016,0.083
MySeniorDoctor,Consumer Internet,Gurugram,Blackjag partners,Seed Funding,1650000.0,2016,0.165
Mystifly,Consumer Internet,Bengaluru,Recruit holdings,Private Equity,41250000.0,2016,4.125
MySUN,Energy,Noida,General catalyst partners,Private Equity,20630000.0,2016,2.063
MyTaxiIndia,Transportation,Gurugram,Nihon kotsu co,Private Equity,8250000.0,2016,0.825
N.O.W,Consumer Internet,Noida,"Ruchirans jaipuria, Anuj sanghi",Seed Funding,4130000.0,2016,0.413
NatureNama,Consumer Internet,Mumbai,Unicorn venture,Seed Funding,1860000.0,2016,0.186
NearBuy,Consumer Internet,Gurugram,Blacksoil capital pvt. ltd.,Private Equity,20630000.0,2016,2.063
NeoGrowth,Finance,Mumbai,"Iifl wealth management seed venture fund, Omidyar network, Khosla impact, Aspada",Private Equity,132000000.0,2016,13.2
NestAway,Real Estate,Bengaluru,Tiger global,Private Equity,247500000.0,2016,24.75
NetLinx,Consumer Internet,Hyderabad,"Xchange investors nv, Transglobal fzc",Private Equity,24750000.0,2016,2.475
NeuroEquilibrium,Technology,Jaipur,Unicorn india ventures,Seed Funding,2060000.0,2016,0.206
NewsDistill,Consumer Internet,Hyderabad,"Ganesh narasimhan, Ramana thumu, Sudhir mallem",Seed Funding,830000.0,2016,0.083
Newspatrolling,Consumer Internet,New Delhi,Undisclosed,Seed Funding,210000.0,2016,0.021
Ninjacart,AgriTech,Bengaluru,"Accel partners, Qualcomm ventures, M&s partners, Zop smart",Private Equity,24750000.0,2016,2.475
NiYO Solutions,Finance,Bengaluru,Prime venture partners,Private Equity,8250000.0,2016,0.825
NoBroker,Consumer Internet,Bengaluru,"Beenext, Digital garage, Beenos, Qualgro, Mamoru taniya, Saif partners",Private Equity,82500000.0,2016,8.25
NoBroker,Consumer Internet,Bengaluru,"Ktb network, Saif partners, Beenext, Digital garage",Private Equity,61050000.0,2016,6.105
Noddapp,Consumer Internet,Mumbai,Undisclosed multiple investors,Seed Funding,1210000.0,2016,0.121
Notesgen,EdTech,New Delhi,"Riju gupta, Kamal chabra",Seed Funding,830000.0,2016,0.083
Notion Press,Consumer Internet,Chennai,Undisclosed hni investors,Private Equity,8250000.0,2016,0.825
Nukkad Shops,Consumer Internet,Hyderabad,Purpletalk inc,Seed Funding,8250000.0,2016,0.825
numberz.in,Technology,Gurugram,"Kae capital, Khosla impact",Seed Funding,5360000.0,2016,0.536
Nykaa,Consumer Internet,Mumbai,"Sunil munjal, Mariwala family",Private Equity,101480000.0,2016,10.148
Octo.ai,Technology,New Delhi,"Outbox ventures, Jaspreet bindra, Arjun malhotra, Rohan malhotra, Sidharth rao, Rakesh agrawal",Seed Funding,1650000.0,2016,0.165
OfBusiness,Fintech,Gurugram,"Zodius technology opportunities fund, Matrix partners",Private Equity,91580000.0,2016,9.158
OfBusiness,Fintech,Gurugram,Matrix partners india,Private Equity,41250000.0,2016,4.125
Oneway.cab,Transportation,Vadodara,Indian angel network,Seed Funding,3710000.0,2016,0.371
Onspoon,Consumer Internet,Mumbai,Swan angel network,Seed Funding,1240000.0,2016,0.124
Orahi,Consumer Internet,Gurugram,Indian angel network,Seed Funding,4290000.0,2016,0.429
OrangeTwig,Consumer Internet,New Delhi,Undisclosed investor,Seed Funding,8250000.0,2016,0.825
Overcart,E-Commerce,Gurugram,"Jsw ventures, Omidyar network, Sattva capital, Venture works",Private Equity,24750000.0,2016,2.475
OYO,Hospitality,Gurugram,"Softbank, Sequoia capital, Lightspeed venture partners, Greenoaks capital, Dsg consumer partners and venture nursery",Private Equity,825000000.0,2016,82.5
OYO,Hospitality,Gurugram,Softbank group,Private Equity,511500000.0,2016,51.15
ParaBlu,Technology,Bengaluru,Kalaari capital,Seed Funding,4130000.0,2016,0.413
Paytm,E-Commerce,Bengaluru,Mediatek inc.,Private Equity,495000000.0,2016,49.5
Paytunes,Consumer Internet,New Delhi,"Cio angel network, Indian angel network",Private Equity,4130000.0,2016,0.413
Pepperfry,E-Commerce,Mumbai,"Goldman sachs group, Zodius technology fund, Norwest venture partners, Bertelsmann india",Private Equity,258230000.00000003,2016,25.823000000000004
Perfumery,E-Commerce,New Delhi,Oranda global & others,Seed Funding,250000.0,2016,0.025
Petoo,Consumer Internet,Bengaluru,Axilor ventures,Private Equity,8250000.0,2016,0.825
Petoo,Consumer Internet,Bengaluru,Existing investors,Seed Funding,4130000.0,2016,0.413
PharmaRack,Technology,Mumbai,"Currae healthtech fund, Unicorn india ventures",Private Equity,6150000.0,2016,0.615
Pi Data Centers,Technology,Hyderabad,Epsilon venture partners,Private Equity,189750000.0,2016,18.975
PickMyLaundry,Consumer Internet,New Delhi,"Kedar lele, Ghv accelerator",Seed Funding,1650000.0,2016,0.165
Pictor Imaging,Consumer Internet,Mumbai,Quarizon,Seed Funding,1210000.0,2016,0.121
Pindropmusic,Consumer Internet,Noida,Green house ventures (ghv),Seed Funding,830000.0,2016,0.083
PinkBlue,Healthcare,Bengaluru,"Hari krishna, Ajay modani, Dr v ravinder, Anirudh rastogi, Abhishek jain, Rakesh gakhar, Rajeev mudumba, Nagendra prasad bhanuprakash",Seed Funding,1840000.0,2016,0.184
Planys Technologies,Technology,Chennai,"Bhanu vikram parsotam, Rohan desai and paras patel",Seed Funding,1240000.0,2016,0.124
Playment,Consumer Internet,Bengaluru,Saif partners,Private Equity,5780000.0,2016,0.578
PlaySimple,Technology,Bengaluru,"Saif partners, Idg ventures india",Private Equity,33000000.0,2016,3.3
Plix,Consumer Internet,Gurugram,Instalabs,Seed Funding,4130000.0,2016,0.413
Pocket Aces,Technology,Mumbai,"Sequoia capital india, North base media, Aarin capital, 3one4 capital, Axilor ventures, Kunal shah, Sandeep tandon",Private Equity,24750000.0,2016,2.475
Pocketin,Consumer Internet,Noida,Swastika company ltd,Seed Funding,1240000.0,2016,0.124
Poshtic,Consumer Internet,Noida,"Havya sharma, Amit nagar",Seed Funding,3710000.0,2016,0.371
Postman,Software,Bengaluru,Nexus venture partners,Private Equity,57750000.0,2016,5.775
Power2SME,E-Commerce,Gurugram,"Nandan nilekani, Accel partners, Kalaari capital and inventus capital",Private Equity,173250000.0,2016,17.325
Pramati,Healthcare,Noida,Undisclosed investors,Seed Funding,1650000.0,2016,0.165
Prescribez,Consumer Internet,Pune,Ankush mehta,Seed Funding,1200000.0,2016,0.12
PrettySecrets,E-Commerce,Mumbai,"Rb investments pte ltd, Orios venture partners",Private Equity,49500000.0,2016,4.95
PriceRaja,Consumer Internet,Gurugram,Prashant puri,Seed Funding,2480000.0,2016,0.248
Promon,E-Commerce,New Delhi,Now capital,Seed Funding,1490000.0,2016,0.149
Proximit,Technology,Pune,Funding through 1crowd platform,Seed Funding,1240000.0,2016,0.124
Prozo,E-Commerce,Gurugram,"Earlsfield capital, Sailender solanki, Rajiv solanki",Seed Funding,2600000.0,2016,0.26
Pulse,FinTech,Bengaluru,Saif partners,Private Equity,4130000.0,2016,0.413
Puro Wellness,Healthcare,Mumbai,Torrent group,Private Equity,305250000.0,2016,30.525
Purple Style Labs,EdTech,Mumbai,"Augment ventures, Rahul kayan, Nikhil golcha, Shubham gupta, Roy kwan",Seed Funding,3700000.0,2016,0.37
PurpleHealth,Consumer Internet,Trivandrum,Katabole technology venture,Seed Funding,830000.0,2016,0.083
Purplle,E-Commerce,Mumbai,"Jsw ventures, Blume ventures & ivycap ventures",Private Equity,49500000.0,2016,4.95
Qacco,Consumer Internet,Gurugram,"Lead angels network, Anbu pandian, Prabhakar mr & others",Seed Funding,1240000.0,2016,0.124
QikShip,Consumer Internet,New Delhi,Undisclosed investors,Seed Funding,1650000.0,2016,0.165
Qlivery,Consumer Internet,Gurugram,Swastika company ltd,Seed Funding,1900000.0,2016,0.19
Qriyo,Consumer Internet,Jodhpur,Idein ventures,Seed Funding,1320000.0,2016,0.132
Qubole,Technology,Bengaluru,"Institutional venture partners, Norwest venture partners, Lightspeed venture partners, Crv",Private Equity,247500000.0,2016,24.75
Quikr,Marketing,Bengaluru,Brand capital,Private Equity,165000000.0,2016,16.5
RainCan,AgriTech,Pune,Dr. aniruddha malpani,Seed Funding,1240000.0,2016,0.124
Rare Media,Technology,New Delhi,Info edge (india) ltd,Private Equity,9080000.0,2016,0.908
